pincode,year,state,district,age_0_5,age_5_17,age_18_greater,total_enrollments,updates_5_17,updates_18_plus,total_updates,UER,UER_18_plus,p90_uer_threshold,p90_uer18_threshold
325223,2025,Rajasthan,Baran,102,47,0,149,185,3006,3191,21.416107382550337,20.174496644295303,19.0,17.304525288376222
325602,2025,Rajasthan,Kota,123,64,4,191,229,5331,5560,29.10994764397906,27.910994764397905,19.0,17.304525288376222
326021,2025,Rajasthan,Jhalawar,106,55,0,161,210,3577,3787,23.52173913043478,22.217391304347824,19.0,17.304525288376222
326039,2025,Rajasthan,Jhalawar,279,128,2,409,262,9557,9819,24.007334963325185,23.366748166259168,19.0,17.304525288376222
326516,2025,Rajasthan,Jhalawar,109,44,0,153,144,3858,4002,26.15686274509804,25.215686274509803,19.0,17.304525288376222
327022,2025,Rajasthan,Banswara,167,77,2,246,157,6765,6922,28.13821138211382,27.5,19.0,17.304525288376222
327031,2025,Rajasthan,Banswara,215,206,3,424,294,8152,8446,19.919811320754718,19.22641509433962,19.0,17.304525288376222
327034,2025,Rajasthan,Banswara,186,114,3,303,230,7811,8041,26.537953795379536,25.778877887788777,19.0,17.304525288376222
327604,2025,Rajasthan,Banswara,115,79,0,194,186,5068,5254,27.082474226804123,26.123711340206185,19.0,17.304525288376222
327606,2025,Rajasthan,Banswara,60,50,0,110,105,2346,2451,22.28181818181818,21.327272727272728,19.0,17.304525288376222
327801,2025,Rajasthan,Banswara,482,435,5,922,1075,23911,24986,27.099783080260302,25.933839479392624,19.0,17.304525288376222
328029,2025,Rajasthan,Dholpur,152,91,6,249,356,4531,4887,19.626506024096386,18.196787148594378,19.0,17.304525288376222
335001,2025,Rajasthan,Ganganagar,728,131,4,863,1262,15170,16432,19.04055619930475,17.57821552723059,19.0,17.304525288376222
335502,2025,Rajasthan,Hanumangarh,78,34,0,112,114,2252,2366,21.125,20.107142857142858,19.0,17.304525288376222
335503,2025,Rajasthan,Hanumangarh,68,13,0,81,97,2112,2209,27.271604938271604,26.074074074074073,19.0,17.304525288376222
335512,2025,Rajasthan,Hanumangarh,305,61,6,372,768,9833,10601,28.497311827956988,26.432795698924732,19.0,17.304525288376222
335524,2025,Rajasthan,Hanumangarh,465,187,3,655,1941,15985,17926,27.36793893129771,24.404580152671755,19.0,17.304525288376222
335526,2025,Rajasthan,Hanumangarh,188,44,1,233,436,5299,5735,24.613733905579398,22.742489270386265,19.0,17.304525288376222
335803,2025,Rajasthan,Hanumangarh,298,99,2,399,748,7138,7886,19.764411027568922,17.88972431077694,19.0,17.304525288376222
335901,2025,Rajasthan,Ganganagar,32,3,1,36,39,795,834,23.166666666666668,22.083333333333332,19.0,17.304525288376222
360024,2025,Gujarat,Rajkot,89,19,1,109,118,2008,2126,19.504587155963304,18.422018348623855,19.0,17.304525288376222
360360,2025,Gujarat,Rajkot,36,3,0,39,73,697,770,19.743589743589745,17.871794871794872,19.0,17.304525288376222
364720,2025,Gujarat,Bhavnagar,41,17,4,62,250,1147,1397,22.532258064516128,18.5,19.0,17.304525288376222
370130,2025,Gujarat,Kachchh,22,8,1,31,83,694,777,25.06451612903226,22.387096774193548,19.0,17.304525288376222
370465,2025,Gujarat,Kachchh,128,19,13,160,962,5544,6506,40.6625,34.65,19.0,17.304525288376222
380021,2025,Gujarat,Ahmedabad,195,91,0,286,579,5125,5704,19.944055944055943,17.91958041958042,19.0,17.304525288376222
382007,2025,Gujarat,Gandhinagar,92,31,8,131,325,2304,2629,20.068702290076335,17.587786259541986,19.0,17.304525288376222
382021,2025,Gujarat,Gandhinagar,20,8,5,33,75,610,685,20.757575757575758,18.484848484848484,19.0,17.304525288376222
382330,2025,Gujarat,Ahmedabad,839,390,30,1259,3248,26880,30128,23.93010325655282,21.35027799841144,19.0,17.304525288376222
382433,2025,Gujarat,Ahmedabad,27,10,4,41,85,1167,1252,30.536585365853657,28.463414634146343,19.0,17.304525288376222
382740,2025,Gujarat,Gandhinagar,24,0,6,30,76,540,616,20.533333333333335,18.0,19.0,17.304525288376222
390024,2025,Gujarat,Vadodara,101,26,2,129,333,2388,2721,21.093023255813954,18.511627906976745,19.0,17.304525288376222
393145,2025,Gujarat,Narmada,155,12,0,167,1150,4149,5299,31.730538922155688,24.84431137724551,19.0,17.304525288376222
394101,2025,Gujarat,Surat,340,88,5,433,1080,9667,10747,24.81986143187067,22.325635103926096,19.0,17.304525288376222
394105,2025,Gujarat,Surat,85,17,0,102,355,2362,2717,26.637254901960784,23.15686274509804,19.0,17.304525288376222
394130,2025,Gujarat,Surat,143,43,5,191,383,3839,4222,22.104712041884817,20.099476439790575,19.0,17.304525288376222
394326,2025,Gujarat,Surat,66,15,0,81,137,1660,1797,22.185185185185187,20.493827160493826,19.0,17.304525288376222
394510,2025,Gujarat,Surat,108,22,3,133,262,2328,2590,19.473684210526315,17.50375939849624,19.0,17.304525288376222
395005,2025,Gujarat,Surat,462,78,24,564,1461,11352,12813,22.71808510638298,20.127659574468087,19.0,17.304525288376222
395009,2025,Gujarat,Surat,700,134,26,860,1887,17711,19598,22.788372093023256,20.594186046511627,19.0,17.304525288376222
395017,2025,Gujarat,Surat,150,55,0,205,830,5885,6715,32.75609756097561,28.70731707317073,19.0,17.304525288376222
396210,2025,Daman & Diu,Daman,78,13,4,95,250,2515,2765,29.105263157894736,26.473684210526315,19.0,17.304525288376222
400068,2025,Maharashtra,Mumbai Suburban,480,156,22,658,975,12827,13802,20.975683890577507,19.49392097264438,19.0,17.304525288376222
400094,2025,Maharashtra,Mumbai Suburban,24,6,0,30,183,930,1113,37.1,31.0,19.0,17.304525288376222
400104,2025,Maharashtra,Mumbai Suburban,453,138,9,600,1349,15190,16539,27.565,25.316666666666666,19.0,17.304525288376222
400602,2025,Maharashtra,Thane,95,15,7,117,142,2123,2265,19.358974358974358,18.145299145299145,19.0,17.304525288376222
401303,2025,Maharashtra,Thane,462,136,6,604,1083,12357,13440,22.251655629139073,20.45860927152318,19.0,17.304525288376222
401403,2025,Maharashtra,Palghar,157,48,2,207,200,6272,6472,31.265700483091788,30.29951690821256,19.0,17.304525288376222
401504,2025,Maharashtra,Palghar,30,10,0,40,83,897,980,24.5,22.425,19.0,17.304525288376222
401603,2025,Maharashtra,Thane,541,138,7,686,296,17702,17998,26.23615160349854,25.80466472303207,19.0,17.304525288376222
401604,2025,Maharashtra,Palghar,355,161,11,527,278,9795,10073,19.113851992409867,18.586337760910816,19.0,17.304525288376222
401605,2025,Maharashtra,Palghar,161,25,0,186,123,4966,5089,27.36021505376344,26.698924731182796,19.0,17.304525288376222
401702,2025,Maharashtra,Palghar,30,11,0,41,26,878,904,22.048780487804876,21.414634146341463,19.0,17.304525288376222
402103,2025,Maharashtra,Raigad,52,6,0,58,70,1260,1330,22.93103448275862,21.724137931034484,19.0,17.304525288376222
402104,2025,Maharashtra,Raigarh,66,13,1,80,81,1972,2053,25.6625,24.65,19.0,17.304525288376222
402107,2025,Maharashtra,Raigarh,364,21,0,385,248,8370,8618,22.384415584415585,21.74025974025974,19.0,17.304525288376222
402108,2025,Maharashtra,Raigarh,77,12,5,94,70,2104,2174,23.127659574468087,22.382978723404257,19.0,17.304525288376222
402202,2025,Maharashtra,Raigarh,40,4,2,46,26,1044,1070,23.26086956521739,22.695652173913043,19.0,17.304525288376222
402209,2025,Maharashtra,Raigarh(MH),68,12,3,83,48,1649,1697,20.44578313253012,19.867469879518072,19.0,17.304525288376222
402302,2025,Maharashtra,Raigarh,41,10,0,51,44,945,989,19.392156862745097,18.529411764705884,19.0,17.304525288376222
403505,2025,Goa,North Goa,51,5,0,56,118,1002,1120,20.0,17.892857142857142,19.0,17.304525288376222
403706,2025,Goa,South Goa,34,3,2,39,57,802,859,22.025641025641026,20.564102564102566,19.0,17.304525288376222
403709,2025,Goa,South Goa,29,1,4,34,60,701,761,22.38235294117647,20.61764705882353,19.0,17.304525288376222
410101,2025,Maharashtra,Raigarh,171,34,0,205,151,4228,4379,21.360975609756096,20.62439024390244,19.0,17.304525288376222
410205,2025,Maharashtra,Raigarh,141,51,0,192,121,6586,6707,34.932291666666664,34.302083333333336,19.0,17.304525288376222
410210,2025,Maharashtra,Raigad,272,71,5,348,1055,7225,8280,23.79310344827586,20.761494252873565,19.0,17.304525288376222
410401,2025,Maharashtra,Pune,78,24,3,105,115,2002,2117,20.16190476190476,19.066666666666666,19.0,17.304525288376222
410502,2025,Maharashtra,Pune,262,42,25,329,272,6031,6303,19.1580547112462,18.33130699088146,19.0,17.304525288376222
410503,2025,Maharashtra,Pune,76,15,18,109,95,2029,2124,19.486238532110093,18.61467889908257,19.0,17.304525288376222
410504,2025,Maharashtra,Pune,217,27,15,259,251,5100,5351,20.66023166023166,19.69111969111969,19.0,17.304525288376222
410509,2025,Maharashtra,Pune,50,7,28,85,104,2760,2864,33.694117647058825,32.470588235294116,19.0,17.304525288376222
410512,2025,Maharashtra,Pune,28,4,2,34,49,921,970,28.529411764705884,27.08823529411765,19.0,17.304525288376222
410515,2025,Maharashtra,Pune,42,8,6,56,66,1449,1515,27.053571428571427,25.875,19.0,17.304525288376222
411002,2025,Maharashtra,Pune,149,25,8,182,258,3261,3519,19.335164835164836,17.917582417582416,19.0,17.304525288376222
411016,2025,Maharashtra,Pune,93,15,6,114,133,2864,2997,26.289473684210527,25.12280701754386,19.0,17.304525288376222
411030,2025,Maharashtra,Pune,137,14,3,154,208,3334,3542,23.0,21.649350649350648,19.0,17.304525288376222
411060,2025,Maharashtra,Pune,182,46,3,231,469,4239,4708,20.38095238095238,18.350649350649352,19.0,17.304525288376222
411062,2025,Maharashtra,Pune,334,104,4,442,1342,9016,10358,23.43438914027149,20.398190045248867,19.0,17.304525288376222
412101,2025,Maharashtra,Pune,379,79,3,461,934,9435,10369,22.492407809110627,20.46637744034707,19.0,17.304525288376222
412102,2025,Maharashtra,Pune,42,4,3,49,46,974,1020,20.816326530612244,19.877551020408163,19.0,17.304525288376222
412103,2025,Maharashtra,Pune,36,5,0,41,25,802,827,20.170731707317074,19.5609756097561,19.0,17.304525288376222
412104,2025,Maharashtra,Pune,53,8,5,66,35,1338,1373,20.803030303030305,20.272727272727273,19.0,17.304525288376222
412105,2025,Maharashtra,Pune,699,213,2,914,1861,16815,18676,20.433260393873084,18.397155361050327,19.0,17.304525288376222
412106,2025,Maharashtra,Pune,84,23,0,107,158,2315,2473,23.11214953271028,21.635514018691588,19.0,17.304525288376222
412203,2025,Maharashtra,Pune,116,26,11,153,114,2801,2915,19.052287581699346,18.30718954248366,19.0,17.304525288376222
412204,2025,Maharashtra,Pune,42,10,1,53,48,1332,1380,26.037735849056602,25.132075471698112,19.0,17.304525288376222
412208,2025,Maharashtra,Pune,156,25,7,188,244,3710,3954,21.03191489361702,19.73404255319149,19.0,17.304525288376222
412209,2025,Maharashtra,Pune,47,8,1,56,122,1555,1677,29.946428571428573,27.767857142857142,19.0,17.304525288376222
412212,2025,Maharashtra,Pune,27,7,1,35,35,653,688,19.65714285714286,18.65714285714286,19.0,17.304525288376222
412216,2025,Maharashtra,Pune,97,22,1,120,135,2764,2899,24.158333333333335,23.033333333333335,19.0,17.304525288376222
412305,2025,Maharashtra,Pune,30,5,5,40,38,892,930,23.25,22.3,19.0,17.304525288376222
412402,2025,Maharashtra,Pune,42,10,0,52,44,1392,1436,27.615384615384617,26.76923076923077,19.0,17.304525288376222
412403,2025,Maharashtra,Pune,43,6,1,50,65,939,1004,20.08,18.78,19.0,17.304525288376222
412404,2025,Maharashtra,Pune,34,19,4,57,70,1343,1413,24.789473684210527,23.56140350877193,19.0,17.304525288376222
412406,2025,Maharashtra,Pune,51,5,7,63,42,1214,1256,19.936507936507937,19.26984126984127,19.0,17.304525288376222
412408,2025,Maharashtra,Pune,30,5,13,48,56,1058,1114,23.208333333333332,22.041666666666668,19.0,17.304525288376222
412409,2025,Maharashtra,Pune,82,12,1,95,125,2757,2882,30.33684210526316,29.021052631578947,19.0,17.304525288376222
412410,2025,Maharashtra,Pune,48,3,0,51,56,1056,1112,21.80392156862745,20.705882352941178,19.0,17.304525288376222
412411,2025,Maharashtra,Pune,79,4,0,83,125,1859,1984,23.903614457831324,22.397590361445783,19.0,17.304525288376222
412802,2025,Maharashtra,Satara,41,6,1,48,84,1602,1686,35.125,33.375,19.0,17.304525288376222
412803,2025,Maharashtra,Satara,127,14,1,142,145,2909,3054,21.507042253521128,20.485915492957748,19.0,17.304525288376222
412806,2025,Maharashtra,Satara,70,17,2,89,107,2017,2124,23.865168539325843,22.662921348314608,19.0,17.304525288376222
413101,2025,Maharashtra,Solapur,89,22,2,113,121,3318,3439,30.43362831858407,29.36283185840708,19.0,17.304525288376222
413103,2025,Maharashtra,Pune,100,17,0,117,105,3478,3583,30.623931623931625,29.726495726495727,19.0,17.304525288376222
413104,2025,Maharashtra,Pune,78,23,8,109,131,4117,4248,38.972477064220186,37.77064220183486,19.0,17.304525288376222
413105,2025,Maharashtra,Pune,49,6,0,55,38,1446,1484,26.98181818181818,26.29090909090909,19.0,17.304525288376222
413107,2025,Maharashtra,Solapur,95,25,2,122,107,4212,4319,35.40163934426229,34.52459016393443,19.0,17.304525288376222
413109,2025,Maharashtra,Solapur,244,91,12,347,132,7762,7894,22.7492795389049,22.368876080691642,19.0,17.304525288376222
413110,2025,Maharashtra,Pune,76,10,2,88,87,2359,2446,27.795454545454547,26.806818181818183,19.0,17.304525288376222
413111,2025,Maharashtra,Solapur,43,9,0,52,35,2375,2410,46.34615384615385,45.67307692307692,19.0,17.304525288376222
413112,2025,Maharashtra,Solapur,88,17,0,105,61,3278,3339,31.8,31.21904761904762,19.0,17.304525288376222
413114,2025,Maharashtra,Pune,112,48,1,161,152,6366,6518,40.484472049689444,39.54037267080745,19.0,17.304525288376222
413118,2025,Maharashtra,Solapur,33,4,0,37,18,758,776,20.972972972972972,20.486486486486488,19.0,17.304525288376222
413120,2025,Maharashtra,Pune,50,7,2,59,45,1728,1773,30.050847457627118,29.28813559322034,19.0,17.304525288376222
413130,2025,Maharashtra,Pune,126,20,4,150,126,3086,3212,21.413333333333334,20.573333333333334,19.0,17.304525288376222
413132,2025,Maharashtra,Pune,61,11,1,73,12,1392,1404,19.232876712328768,19.068493150684933,19.0,17.304525288376222
413201,2025,Maharashtra,Ahmadnagar,241,61,10,312,167,6669,6836,21.91025641025641,21.375,19.0,17.304525288376222
413202,2025,Maharashtra,Solapur,139,22,4,165,241,7668,7909,47.93333333333333,46.472727272727276,19.0,17.304525288376222
413203,2025,Maharashtra,Solapur,364,76,24,464,376,12111,12487,26.911637931034484,26.101293103448278,19.0,17.304525288376222
413204,2025,Maharashtra,Ahmadnagar,77,28,0,105,63,3619,3682,35.06666666666667,34.46666666666667,19.0,17.304525288376222
413205,2025,Maharashtra,Ahmadnagar,50,30,0,80,65,3192,3257,40.7125,39.9,19.0,17.304525288376222
413207,2025,Maharashtra,Beed,53,9,0,62,59,1565,1624,26.193548387096776,25.241935483870968,19.0,17.304525288376222
413208,2025,Maharashtra,Solapur,102,27,1,130,123,4222,4345,33.42307692307692,32.47692307692308,19.0,17.304525288376222
413209,2025,Maharashtra,Solapur,100,20,8,128,133,3383,3516,27.46875,26.4296875,19.0,17.304525288376222
413210,2025,Maharashtra,Solapur,30,7,0,37,19,1488,1507,40.729729729729726,40.21621621621622,19.0,17.304525288376222
413211,2025,Maharashtra,Solapur,129,36,0,165,133,5783,5916,35.85454545454545,35.04848484848485,19.0,17.304525288376222
413212,2025,Maharashtra,Solapur,66,6,1,73,42,2261,2303,31.54794520547945,30.972602739726028,19.0,17.304525288376222
413213,2025,Maharashtra,Solapur,145,40,2,187,145,7777,7922,42.36363636363637,41.588235294117645,19.0,17.304525288376222
413214,2025,Maharashtra,Solapur,69,23,0,92,83,2700,2783,30.25,29.347826086956523,19.0,17.304525288376222
413216,2025,Maharashtra,Solapur,157,44,5,206,148,7001,7149,34.70388349514563,33.98543689320388,19.0,17.304525288376222
413217,2025,Maharashtra,Solapur,39,6,0,45,26,1969,1995,44.333333333333336,43.75555555555555,19.0,17.304525288376222
413219,2025,Maharashtra,Solapur,107,20,0,127,118,2897,3015,23.74015748031496,22.811023622047244,19.0,17.304525288376222
413220,2025,Maharashtra,Solapur,37,3,0,40,53,1487,1540,38.5,37.175,19.0,17.304525288376222
413221,2025,Maharashtra,Solapur,143,22,3,168,117,6749,6866,40.86904761904762,40.17261904761905,19.0,17.304525288376222
413223,2025,Maharashtra,Solapur,29,13,4,46,78,1811,1889,41.06521739130435,39.369565217391305,19.0,17.304525288376222
413226,2025,Maharashtra,Solapur,52,9,0,61,24,1655,1679,27.524590163934427,27.131147540983605,19.0,17.304525288376222
413227,2025,Maharashtra,Solapur,41,5,0,46,65,2081,2146,46.65217391304348,45.23913043478261,19.0,17.304525288376222
413228,2025,Maharashtra,Solapur,61,10,2,73,61,1920,1981,27.136986301369863,26.301369863013697,19.0,17.304525288376222
413229,2025,Maharashtra,Beed,33,9,0,42,65,1823,1888,44.95238095238095,43.404761904761905,19.0,17.304525288376222
413248,2025,Maharashtra,Solapur,72,20,0,92,69,3712,3781,41.09782608695652,40.34782608695652,19.0,17.304525288376222
413249,2025,Maharashtra,Bid,103,38,0,141,186,3684,3870,27.4468085106383,26.127659574468087,19.0,17.304525288376222
413251,2025,Maharashtra,Solapur,34,6,1,41,49,1765,1814,44.24390243902439,43.048780487804876,19.0,17.304525288376222
413253,2025,Maharashtra,Solapur,108,19,2,129,83,4236,4319,33.48062015503876,32.83720930232558,19.0,17.304525288376222
413302,2025,Maharashtra,Solapur,84,14,1,99,59,2149,2208,22.303030303030305,21.707070707070706,19.0,17.304525288376222
413305,2025,Maharashtra,Solapur,190,29,2,221,165,8179,8344,37.755656108597286,37.009049773755656,19.0,17.304525288376222
413306,2025,Maharashtra,Solapur,81,31,6,118,158,6211,6369,53.97457627118644,52.63559322033898,19.0,17.304525288376222
413308,2025,Maharashtra,Solapur,46,8,1,55,47,1728,1775,32.27272727272727,31.418181818181818,19.0,17.304525288376222
413309,2025,Maharashtra,Solapur,108,27,5,140,113,5144,5257,37.55,36.74285714285714,19.0,17.304525288376222
413310,2025,Maharashtra,Solapur,87,24,0,111,121,5045,5166,46.54054054054054,45.450450450450454,19.0,17.304525288376222
413314,2025,Maharashtra,Solapur,39,7,4,50,43,1502,1545,30.9,30.04,19.0,17.304525288376222
413317,2025,Maharashtra,Solapur,93,16,5,114,81,4033,4114,36.08771929824562,35.37719298245614,19.0,17.304525288376222
413319,2025,Maharashtra,Solapur,109,16,0,125,77,4243,4320,34.56,33.944,19.0,17.304525288376222
413322,2025,Maharashtra,Solapur,88,30,3,121,66,3847,3913,32.33884297520661,31.793388429752067,19.0,17.304525288376222
413324,2025,Maharashtra,Solapur,59,7,0,66,28,2371,2399,36.34848484848485,35.92424242424242,19.0,17.304525288376222
413401,2025,Maharashtra,Solapur,486,58,17,561,656,13761,14417,25.698752228163993,24.529411764705884,19.0,17.304525288376222
413402,2025,Maharashtra,Solapur,69,8,0,77,94,2357,2451,31.83116883116883,30.61038961038961,19.0,17.304525288376222
413403,2025,Maharashtra,Solapur,74,5,0,79,47,1573,1620,20.50632911392405,19.911392405063292,19.0,17.304525288376222
413404,2025,Maharashtra,Solapur,90,11,0,101,73,2203,2276,22.534653465346533,21.81188118811881,19.0,17.304525288376222
413405,2025,Maharashtra,Osmanabad,41,22,0,63,47,2078,2125,33.73015873015873,32.98412698412698,19.0,17.304525288376222
413406,2025,Maharashtra,Solapur,51,2,0,53,32,2045,2077,39.18867924528302,38.58490566037736,19.0,17.304525288376222
413409,2025,Maharashtra,Solapur,36,8,0,44,76,1446,1522,34.59090909090909,32.86363636363637,19.0,17.304525288376222
413410,2025,Maharashtra,Solapur,24,8,0,32,32,1141,1173,36.65625,35.65625,19.0,17.304525288376222
413411,2025,Maharashtra,Solapur,35,5,0,40,21,1326,1347,33.675,33.15,19.0,17.304525288376222
413501,2025,Maharashtra,Osmanabad,453,88,1,542,483,12507,12990,23.96678966789668,23.075645756457565,19.0,17.304525288376222
413502,2025,Maharashtra,Dharashiv,147,22,3,172,149,5957,6106,35.5,34.633720930232556,19.0,17.304525288376222
413503,2025,Maharashtra,Osmanabad,71,19,3,93,70,2058,2128,22.881720430107528,22.129032258064516,19.0,17.304525288376222
413504,2025,Maharashtra,Osmanabad,197,42,2,241,148,6607,6755,28.029045643153527,27.414937759336098,19.0,17.304525288376222
